current_mA,voltage_V
72.01,0.0788
72.02,0.0788
72.03,0.0791
72.04,0.0788
72.05,0.0789
72.06,0.0788
72.07,0.0788
72.08,0.079
72.09,0.079
72.10,0.0791
72.11,0.0794
72.12,0.079
72.13,0.0792
72.14,0.0793
72.15,0.079
72.16,0.0794
72.17,0.0791
72.18,0.0795
72.19,0.0799
72.20,0.0797
72.21,0.0795
72.22,0.0791
72.23,0.0791
72.24,0.0795
72.25,0.0792
72.26,0.0795
72.27,0.0796
72.28,0.0798
72.29,0.0795
72.30,0.0799
72.31,0.0799
72.32,0.0798
72.33,0.0792
72.34,0.0782
72.35,0.0777
72.36,0.0774
72.37,0.0772
72.38,0.0774
72.39,0.0776
72.40,0.0778
72.41,0.0776
72.42,0.078
72.43,0.0781
72.44,0.078
72.45,0.0774
72.46,0.0773
72.47,0.0773
72.48,0.0772
72.49,0.0765
72.50,0.0768
72.51,0.0772
72.52,0.0774
72.53,0.0775
72.54,0.0778
72.55,0.078
72.56,0.0777
72.57,0.0776
72.58,0.0764
72.59,0.0766
72.60,0.0763
72.61,0.0762
72.62,0.0764
72.63,0.0753
72.64,0.0742
72.65,0.0735
72.66,0.0746
72.67,0.0745
72.68,0.0743
72.69,0.0739
72.70,0.0744
72.71,0.0745
72.72,0.0749
72.73,0.0748
72.74,0.0738
72.75,0.0731
72.76,0.0713
72.77,0.0691
72.78,0.0713
72.79,0.0662
72.80,0.0566
72.81,0.0634
72.82,0.0597
72.83,0.0681
72.84,0.0728
72.85,0.0714
72.86,0.0745
72.87,0.0784
72.88,0.0797
72.89,0.0802
72.90,0.081
72.91,0.0808
72.92,0.0815
72.93,0.0812
72.94,0.0812
72.95,0.0816
72.96,0.0813
72.97,0.0815
72.98,0.082
72.99,0.0815
73.00,0.0818
73.01,0.0818
73.02,0.0817
73.03,0.0817
73.04,0.082
73.05,0.0816
73.06,0.0815
73.07,0.0817
73.08,0.0815
73.09,0.0815
73.10,0.0815
73.11,0.0817
73.12,0.0817
73.13,0.0817
73.14,0.0819
73.15,0.0816
73.16,0.0816
73.17,0.0816
73.18,0.0814
73.19,0.0816
73.20,0.0817
73.21,0.0816
73.22,0.0818
73.23,0.0815
73.24,0.0817
73.25,0.0817
73.26,0.082
73.27,0.0817
73.28,0.0818
73.29,0.0817
73.30,0.0819
73.31,0.0821
73.32,0.0822
73.33,0.0821
73.34,0.0819
73.35,0.0817
73.36,0.0821
73.37,0.0819
73.38,0.0817
73.39,0.082
73.40,0.0822
73.41,0.0818
73.42,0.082
73.43,0.0818
73.44,0.0819
73.45,0.0821
73.46,0.082
73.47,0.082
73.48,0.0824
73.49,0.0824
73.50,0.0822
73.51,0.0822
73.52,0.0823
73.53,0.0821
73.54,0.0825
73.55,0.0819
73.56,0.0823
73.57,0.0818
73.58,0.0822
73.59,0.082
73.60,0.0822
73.61,0.082
73.62,0.0822
73.63,0.0821
73.64,0.082
73.65,0.0822
73.66,0.0822
73.67,0.0822
73.68,0.0823
73.69,0.0822
73.70,0.0819
73.71,0.0824
73.72,0.0822
73.73,0.0824
73.74,0.0824
73.75,0.0828
73.76,0.0823
73.77,0.0826
73.78,0.0825
73.79,0.0827
73.80,0.0825
73.81,0.0824
73.82,0.0825
73.83,0.0827
73.84,0.0824
73.85,0.0825
73.86,0.0828
73.87,0.0826
73.88,0.0825
73.89,0.0826
73.90,0.0822
73.91,0.0825
73.92,0.0825
73.93,0.0825
73.94,0.0828
73.95,0.0826
73.96,0.0826
73.97,0.0825
73.98,0.0829
73.99,0.0827
74.00,0.0825
